62,209,8,0.0382775,7,1,0,0.00797448,0.941726,0.611147,1.88396,8.5461,8.56607,2,4271.34,0.38163,45481.4,36.2081,0.743302,1.4393,0.999921,0.320001
63,2796,33,0.0118026,32,1,2,0.716233,0.975017,0.605814,2.91396,16.3695,5.38408,6,8.32973,0.850317,0,0,1.06949,3.85086,0,0.8348
64,500,5,0.01,2,3,1,0.00866667,0.990932,0.886892,2.28357,3.34783,4.36687,2,14.3452,0.256794,60.5115,4.22429,0.148141,-0.390444,0.582453,1
65,340,14,0.0411765,12,2,1,0.163529,0.998777,0.750792,2.13321,71.7582,81.5754,2,7.58059,0.195665,0.119207,0.0993296,0.0419742,0.221896,0.999982,0.0300302
66,672,6,0.00892857,5,1,0,0,0.918296,0.762814,2.13696,90.5979,120.232,2,5.55089,0.428163,-0.34403,-0.0337947,0.334214,-0.349975,0.484548,0.0405007
67,1728,6,0.00347222,0,6,0,0,0.60287,1,2.88381,10.5382,14.6664,4,0,0,0,0,0,0,0,0.217447
68,3196,36,0.0112641,0,36,35,0,0.998576,0.580578,1.56957,52.1404,29.8145,2,0,0,0,0,0,0,0,0.289015
69,1473,9,0.00610998,2,7,3,0,0.971023,0.73098,2.70809,54.9999,41.778,3,5.05534,0.466413,10.4808,2.51785,0.687616,0.593933,0.950252,0.046072
70,1000,20,0.02,7,13,3,0,0.881291,0.70414,2.15575,56.5861,81.8307,2,427.896,0.458336,1029.1,5.2286,0.885295,0.801555,0.999973,0.1075
71,2310,19,0.00822511,18,0,0,2.16E-05,1,0.582434,3.23584,5.67544,0.866243,7,12.6283,1.32598,84.2965,14.1746,1.61599,13.3431,0.733567,0.775333
72,20000,16,8.00E-04,16,0,0,0,0.999866,0.575557,5.39885,22.0441,3.27877,26,1.78804,0.369727,0.491655,0.238536,0.250576,0.585702,0.461823,0.49486
73,2000,216,0.108,216,0,0,0,1,0.824089,4.21846,8.1099,2.18873,10,32.5351,0.238771,192.021,3.94922,0.0621008,0.847301,0.380942,0.606192
74,2000,6,0.003,6,0,0,0,1,0.719221,3.6482,4.08265,0.400985,10,234.932,1.11613,6232.61,37.7314,1.62637,22.171,0.999987,0.937653
75,2000,240,0.12,0,240,0,0,1,0.642539,4.75787,9.54503,4.12595,10,0,0,0,0,0,0,0,0.464092
76,12960,8,6.17E-04,0,8,1,0,0.739255,1,3.26274,10.6302,9.57589,5,0,0,0,0,0,0,0,0.60492
77,2536,72,0.0283912,72,0,0,0.0806901,0.188264,0.73038,1.34174,19.8692,121.175,2,6.60855,0.738338,13.8711,1.55065,0.0552406,1.35448,0.625811,0.137322
78,5473,10,0.00182715,10,0,1,0,0.273679,0.196669,0.915586,20.211,8.90937,5,1924.87,1.74438,342337,417.708,3.75636,36.0583,0.962493,0.235978
79,10992,16,0.0014556,16,0,0,0,0.999652,0.851289,4.20294,7.10946,1.88864,10,18.7683,0.59297,-23.5942,-1.64924,-0.14956,4.84598,0.504845,0.613816
80,4601,57,0.0123886,57,0,2,0,0.96736,0.0352803,1.01975,279.094,15.1154,2,14.2852,6.80758,39.1178,0.332059,12.1848,278.056,0.949896,0.100915
81,5000,40,0.008,40,0,0,0,0.999947,0.705398,2.62595,20.5941,13.5278,3,1.144,54.3595,-0.0191522,-0.0142925,-0.00428819,-0.112937,0.28132,0.182564
82,1484,8,0.00539084,8,0,1,0,0.74969,0.469604,3.09597,18.7084,4.54904,10,0.0728344,0.562059,2.71E-04,2.19E-04,1.31238,14.9802,0.50341,0.327535
83,10936,27,0.00246891,24,3,3,0,0.988192,0.335438,2.03949,283.797,85.7485,3,302.624,0.983908,2746.68,6.77388,2.91084,20.8864,0.696744,0.0510667
84,7400,20,0.0027027,20,0,0,0,0.999932,0.45797,1.65553,14.2301,9.32981,2,1.50063,82.1993,0.0485506,0.0363854,0.00192301,-0.00774827,0.05659,0.146155
85,7400,20,0.0027027,20,0,0,0,1,0.617646,1.89939,12.5707,11.306,2,0.997406,1.11668,0.198583,0.199138,0.0129564,-0.0182276,0.0569265,0.0877075
86,37946,10,2.64E-04,5,5,0,0,0.429583,0.997418,3.21493,2890.78,3621.75,10,3.68993,0.540161,-0.229016,-0.0646996,0.00224041,-1.3092,0.498729,6.27E-04
87,148,18,0.121622,3,15,9,0,0.613839,0.726835,2.14856,8.85564,6.64263,4,0.758061,0.324205,0.25904,0.190366,1.59951,9.92783,0.89288,0.327353
88,1567,590,0.376516,590,0,75,0.0452987,0.352224,0.241494,0.731336,273.711,294.763,2,57.6075,1.29972,0,0,4.27672,92.8245,0,0.0945887
89,5456,24,0.00439883,24,0,0,0,0.857316,0.694514,2.72344,18.6427,10.9685,4,1.08374,0.582619,-0.0127282,-0.00913134,1.89399,7.0602,0.227205,0.204421
90,1941,27,0.0139104,25,2,5,0,0.858705,0.582703,3.12423,14.3899,4.25929,7,130493,0.711828,1.06E+10,20585.8,1.70959,18.7903,0.977405,0.339358
